name,address,location,listed_in(city),cuisines,price,rating,votes,rest_type
eat.fit,"96, 29th Main, 23rd Cross, 2nd Stage, BTM, Bangalore",BTM,BTM,"Healthy Food,North Indian,Biryani,Continental,Desserts",500,4.5,1238,Delivery
Sixth Avenue Cafe And Patisserie,"44, 4th B Cross Rd, Koramangala Industrial Layout, Koramangala 5th Block, Bangalore",BTM,BTM,"Cafe,Italian,Desserts",600,4.5,210,"Cafe, Dessert Parlor"
Stoner,"Elite Building Ground Floor, Industrial Layout, Jyoti Niwas College Road, Koramangala 5th Block, Bangalore",BTM,BTM,"Ice Cream,Cafe,Pizza,Burger,Desserts",500,4.5,2668,"Dessert Parlor, Cafe"
Corner House Ice Cream,"1225, 26th Main, 9th Block, Jayanagar, Bangalore",BTM,BTM,"Ice Cream,Desserts",400,4.5,847,Dessert Parlor
99 Pancakes,"70, Jyoti Nivas College Road, Koramangala Industrial Layout, Koramangala 5th Block, Bangalore",BTM,BTM,"Desserts,Beverages,Cafe,Ice Cream",300,4.5,360,"Dessert Parlor, Cafe"
Bombay Adda,"6, Z1 Construction Building, 5th Floor, Next To Sapna Book House, 20th Main Road, Koramangala 7th Block, Bangalore",BTM,BTM,Modern Indian,1100,4.5,2225,"Casual Dining, Bar"
The Reservoire,"17th Main Road, JNC Road, Koramangala 5th Block, Bangalore",BTM,BTM,"Continental,North Indian,Chinese,American,Pizza",1300,4.5,2540,"Bar, Casual Dining"
Fenny's Lounge And Kitchen,"115, 3rd Floor, Opposite Raheja Arcade, Koramangala 7th Block, Bangalore",BTM,BTM,"Mediterranean,Pizza,Continental,Seafood,Salad",1600,4.5,6348,"Bar, Casual Dining"
Simon Says Brew Works,"105, 3rd Floor, 1st A Cross Road, Jyothi Nivas College Road, Koramangala 5th Block, Bangalore",BTM,BTM,"Continental,American,Italian,Modern Indian,Pizza",1400,4.5,1932,"Microbrewery, Casual Dining"
Chinita Real Mexican Food,"25, 1st Floor, 5th Cross, Koramangala 5th Block, Bangalore",BTM,BTM,Mexican,1200,4.5,729,Casual Dining
Fenny's Lounge And Kitchen,"115, 3rd Floor, Opposite Raheja Arcade, Koramangala 7th Block, Bangalore",BTM,BTM,"Mediterranean,Pizza,Continental,Seafood,Salad",1600,4.5,6349,"Bar, Casual Dining"
Gilly's Restobar,"91, Jyothi Nivas College Road, Koramangala 5th Block, Bangalore",BTM,BTM,"Finger Food,Continental,North Indian",1000,4.5,3903,"Pub, Casual Dining"
Bombay Adda,"6, Z1 Construction Building, 5th Floor, Next To Sapna Book House, 20th Main Road, Koramangala 7th Block, Bangalore",BTM,BTM,Modern Indian,1100,4.5,2233,"Casual Dining, Bar"
Buff Buffet Buff,"60, Jyothi Nivas College Road, Koramangala 5th Block, Bangalore",BTM,BTM,"North Indian,Chinese,Continental,Thai,Salad",1500,4.5,3130,"Casual Dining, Bar"
Mainland China,"First Floor, 14, Church Street, Bangalore",Church Street,Church Street,"Chinese,Momos",1700,4.5,1401,"Casual Dining, Bar"
Olive Bar And Kitchen,"16, Wood Street, Ashok Nagar, Richmond Road, Bangalore",Church Street,Church Street,"Mediterranean,European,Salad",1800,4.5,2198,Casual Dining
Truffles,"22, St. Marks Road, Bangalore",Church Street,Church Street,"Cafe,American,Burger,Steak",900,4.5,3573,Cafe
Pasta Street,"37/2, Chicago Avenue, Opposite Fortis Hospital, Cunningham Road, Bangalore",Church Street,Church Street,"Italian,Pizza,Salad",1300,4.5,1623,Casual Dining
Fabelle Chocolate Boutique - ITC Gardenia,"ITC Gardenia, 1, Ashok Nagar, Residency Road, Bangalore",Church Street,Church Street,"Desserts,Ice Cream,Beverages",1250,4.5,233,Dessert Parlor
Corner House Ice Cream,"4, Madras Bank Road, Lavelle Road, Bangalore",Church Street,Church Street,"Ice Cream,Desserts",400,4.5,292,Dessert Parlor
Arbor Brewing Company,"8, 3rd Floor, Allied Grande Plaza, Diagonally Opposite Garuda Mall, Magrath Road, Brigade Road, Bangalore",Church Street,Church Street,"American,Continental,Salad",2000,4.5,8382,"Pub, Microbrewery"
Hard Rock Cafe,"40, Opposite LIC Building, Off MG Road, St. Marks Road, Bangalore",Church Street,Church Street,"American,BBQ",2500,4.5,5265,"Casual Dining, Bar"
The Permit Room,"16/3, Commissariat Road, Brigade Road, Bangalore",Church Street,Church Street,South Indian,1500,4.5,1576,"Casual Dining, Bar"
Karavalli - The Gateway Hotel,"Gateway Hotel, 66, Residency Road, Bangalore",Church Street,Church Street,"Mangalorean,Konkan,Seafood,Kerala",3500,4.5,675,Fine Dining
Republic Of Noodles - Lemon Tree Premier,"Lemon Tree Premier, 2/1, St. Johns Road, Ulsoor, Bangalore",Church Street,Church Street,"Malaysian,Singaporean,Thai",1800,4.5,550,Casual Dining
Siddiqu Kabab Center,"44, Aga Abudullah Street, Richmond Road, Bangalore",Church Street,Church Street,"North Indian,Rolls",250,4.5,174,Quick Bites
Chikkanna Tiffin Room,"Near Ulsoor Gate Police Station, Cubbonpet, City Market, Bangalore",Church Street,Church Street,South Indian,150,4.5,203,Quick Bites
Onesta,"Sy No: 54/2 ( Old Sy no 54 ), Above BATA showroom Bommasandra Village, Attible Hobbli, Anekal Taluk, Bengaluru, Karnataka 560099",Electronic City,Electronic City,"Pizza,Cafe,Italian",600,4.5,863,"Casual Dining, Cafe"
eat.fit,"1/8, 1st Stage, 1st Cross, KK Computers Building, Shri Krishna Temple Road, Indiranagar, Bangalore",Frazer Town,Frazer Town,"Healthy Food,North Indian,Biryani,Continental,Sandwich",500,4.5,857,Delivery
Mainland China,"First Floor, 14, Church Street, Bangalore",Frazer Town,Frazer Town,"Chinese,Momos",1700,4.5,1401,"Casual Dining, Bar"
Pasta Street,"37/2, Chicago Avenue, Opposite Fortis Hospital, Cunningham Road, Bangalore",Frazer Town,Frazer Town,"Italian,Pizza,Salad",1300,4.5,1623,Casual Dining
Republic Of Noodles - Lemon Tree Premier,"Lemon Tree Premier, 2/1, St. Johns Road, Ulsoor, Bangalore",Frazer Town,Frazer Town,"Malaysian,Singaporean,Thai",1800,4.5,550,Casual Dining
Bonum cibum,"1502, Ground Floor, Sector 1, HSR Layout, HSR, Bangalore",HSR,HSR,"Lebanese,Turkish",1200,4.5,188,Casual Dining
eat.fit,"96, 29th Main, 23rd Cross, 2nd Stage, BTM, Bangalore",HSR,HSR,"Healthy Food,North Indian,Biryani,Continental,Sandwich",500,4.5,1181,Delivery
XO Belgian Waffle,"27th Main road, Sriven Teesta, Near Raymond?s Showroom HSR, Bangalore",HSR,HSR,"Desserts,Beverages",400,4.5,143,Dessert Parlor
Apsara Ice Cream,"1782, Opposite Namma Shuttle, 19th Main, Sector 1, HSR, Bangalore",HSR,HSR,"Ice Cream,Desserts",200,4.5,194,Dessert Parlor
Suryawanshi,"71/1A, 1st Floor, Kaikondrahalli, Sarjapur Main Road, Bengaluru, Karnataka",HSR,HSR,"Maharashtrian,Seafood",700,4.5,125,Casual Dining
OPUS Club,"26, Varthur Hobli, Near HP Petrol Bunk, Harlur Road, Sarjapur Road, Bangalore",HSR,HSR,"Continental,Italian,North Indian,Mexican",1900,4.5,1506,Pub
Corner House Ice Cream,"1001, 9th Main, Sector 7, HSR Layout, Bangalore, HSR, Bangalore",HSR,HSR,"Ice Cream,Desserts",400,4.5,206,Dessert Parlor
Once Upon A Flame,"36, 1st Floor, 14th Main Road, 7th Sector, 80 Feet Main Road, Opposite Vedantu Online Learning Center, HSR, Bangalore",HSR,HSR,"Steak,Continental,Burger,BBQ",1200,4.5,2068,Casual Dining
Bonum cibum,"1502, Ground Floor, Sector 1, HSR Layout, HSR, Bangalore",HSR,HSR,"Lebanese,Turkish",1200,4.5,196,Casual Dining
Pasta Street,"751, 80 Feet Road, Opposite SBI Bank, Koramangala 4th Block, Bangalore",HSR,HSR,"Italian,Pizza,Salad",1300,4.5,247,Casual Dining
Roots,"43/A, 1st Main, Jakkasandra Road, Near Wipro Park, Koramangala 1st Block, Bangalore",HSR,HSR,"North Indian,South Indian,Chinese,Continental,Mangalorean",1200,4.5,1878,"Casual Dining, Bar"
XO Belgian Waffle,"27th Main road, Sriven Teesta, Near Raymond?s Showroom HSR, Bangalore",HSR,HSR,"Desserts,Beverages",400,4.5,144,Dessert Parlor
eat.fit,"39/12, 5th Main Road, Iblur Village, Outer Ring Road, Behind Enzo Hotel, Bellandur, Bangalore",HSR,HSR,"Healthy Food,North Indian,Biryani,Continental,Sandwich",500,4.5,634,Delivery
Once Upon A Flame,"36, 1st Floor, 14th Main Road, 7th Sector, 80 Feet Main Road, Opposite Vedantu Online Learning Center, HSR, Bangalore",HSR,HSR,"Steak,Continental,Burger,BBQ",1200,4.5,2069,Casual Dining
OPUS Club,"26, Varthur Hobli, Near HP Petrol Bunk, Harlur Road, Sarjapur Road, Bangalore",HSR,HSR,"Continental,Italian,North Indian,Mexican",1900,4.5,1508,Pub
Pasta Street,"2022, 100 Feet Road,HAL 2nd Stage, Indiranagar, Bangalore",Indiranagar,Indiranagar,"Italian,Pizza,Salad",1300,4.5,1614,Casual Dining
Monet's Bistro,"9B, Binnamangala, Manavarthekaval, Michealpalya, 80 Feet Road, Indiranagar, Bangalore",Indiranagar,Indiranagar,"Cafe,Beverages",600,4.5,197,Cafe
Stoner,"50, Zatakia Centre, 100 Feet Road, Indiranagar, Bangalore",Indiranagar,Indiranagar,"Ice Cream,Cafe,Beverages,Burger,Desserts",550,4.5,2687,"Dessert Parlor, Cafe"
Delhi Highway,"951, 12th Main Road, HAL 2nd Stage, Indiranagar, Bangalore",Indiranagar,Indiranagar,North Indian,1200,4.5,3219,Casual Dining
Pasta Street,"2022, 100 Feet Road,HAL 2nd Stage, Indiranagar, Bangalore",Indiranagar,Indiranagar,"Italian,Pizza,Salad",1300,4.5,1619,Casual Dining
Stoner,"50, Zatakia Centre, 100 Feet Road, Indiranagar, Bangalore",Indiranagar,Indiranagar,"Ice Cream,Cafe,Beverages,Burger,Desserts",550,4.5,2686,"Dessert Parlor, Cafe"
Bologna,"759, 1st Floor, 100 Feet Road, Indira Nagar, Bangalore",Indiranagar,Indiranagar,Italian,1000,4.5,717,Casual Dining
Monet's Bistro,"9B, Binnamangala, Manavarthekaval, Michealpalya, 80 Feet Road, Indiranagar, Bangalore",Indiranagar,Indiranagar,"Cafe,Beverages",600,4.5,198,Cafe
Pot-O-Noodles,"201, Double Road, Indiranagar, Bangalore",Indiranagar,Indiranagar,"Chinese,Asian,Japanese",800,4.5,60,Casual Dining
eat.fit,"96, 29th Main, 23rd Cross, 2nd Stage, BTM, Bangalore",Jayanagar,Jayanagar,"Healthy Food,North Indian,Biryani,Continental,Sandwich",500,4.5,1187,Delivery
XO Belgian Waffle,"948, 16th Main, MICO Layout, 2nd Stage, BTM, Bangalore",Jayanagar,Jayanagar,"Desserts,Beverages",400,4.5,557,Dessert Parlor
99 Pancakes,"70, Jyoti Nivas College Road, Koramangala Industrial Layout, Koramangala 5th Block, Bangalore",Jayanagar,Jayanagar,"Desserts,Cafe",300,4.5,339,"Dessert Parlor, Cafe"
Shakes Theory,"766/25-01, 47th A Cross, Near Sangam Circle, Adarsh Gardens Apartments Road, 8th Block, Jayanagar, Bangalore",Jayanagar,Jayanagar,"Beverages,Sandwich",300,4.5,155,Beverage Shop
Pin Me Down,"29, Tavakere Main Road, Behind Forum Mall, Koramangala, Bangalore",Jayanagar,Jayanagar,"Continental,Mexican,Chinese,North Indian",800,4.5,803,Casual Dining
Stoner,"Elite Building Ground Floor, Industrial Layout, Jyoti Niwas College Road, Koramangala 5th Block, Bangalore",Jayanagar,Jayanagar,"Ice Cream,Cafe,Pizza,Burger,Desserts",500,4.5,2608,"Dessert Parlor, Cafe"
Toscano,"2nd Floor, Forum Mall, Koramangala 7th Block, Bangalore Koramangala 7th Block",Jayanagar,Jayanagar,"Italian,Salad",1500,4.5,715,Casual Dining
Mudpipe Cafe,"1, KDP Building, 4th Floor, Near Forum Mall, Above NEXA showroom, Hosur Road, BTM, Bangalore",Jayanagar,Jayanagar,"Cafe,Continental,Burger",900,4.5,1878,Cafe
Buff Buffet Buff,"60, Jyothi Nivas College Road, Koramangala 5th Block, Bangalore",Jayanagar,Jayanagar,"North Indian,Chinese,Continental,Thai,Salad",1500,4.5,3151,"Casual Dining, Bar"
Sultans of Spice,"BluPetal Hotel, 60 Jyoti Nivas College Road, Koramangala 5th Block, Bangalore",Jayanagar,Jayanagar,"North Indian,Mughlai,Salad",1300,4.5,3464,Casual Dining
Milano Ice Cream,"7, 9th Main, 5th Block, Jayanagar, Bangalore",Jayanagar,Jayanagar,"Ice Cream,Desserts",400,4.5,208,Dessert Parlor
Meghana Foods,"52, 1st Floor, 33rd Cross, 4th Block, Jayanagar, Bangalore",Jayanagar,Jayanagar,"Biryani,North Indian,Chinese",600,4.5,4455,Casual Dining
Karma Kaapi,"81, 36th Cross Road, 5th Block, Jayanagar, Bangalore",Jayanagar,Jayanagar,"Beverages,Tea",250,4.5,184,Beverage Shop
Bengaluru Cafe,"6, 9th Cross, 9th Main, 2nd Block, Jayanagar, Bangalore",Jayanagar,Jayanagar,South Indian,150,4.5,135,Quick Bites
Chianti,"172/1, Unit 3, 3rd Floor, Vega City Mall, Srinivasa Industrial Estate, Bannerghatta Road, Bangalore",Jayanagar,Jayanagar,Italian,1500,4.5,800,Casual Dining
Galito's,"Vega City Mall, 3rd Floor, Bannerghatta Road, Bangalore",Jayanagar,Jayanagar,"African,Burger",1000,4.5,414,Casual Dining
Levitate Brewery and Kitchen,"57, 1st Main Rd, Sarakki Industrial Layout, 3rd Phase, JP Nagar, Bengaluru",Jayanagar,Jayanagar,"Finger Food,North Indian,Continental",1500,4.5,456,"Microbrewery, Casual Dining"
eat.fit,"96, 29th Main, 23rd Cross, 2nd Stage, BTM, Bangalore",JP Nagar,JP Nagar,"Healthy Food,North Indian,Biryani,Continental,Sandwich",500,4.5,1185,Delivery
XO Belgian Waffle,"948, 16th Main, MICO Layout, 2nd Stage, BTM, Bangalore",JP Nagar,JP Nagar,"Desserts,Beverages",400,4.5,556,Dessert Parlor
Shakes Theory,"766/25-01, 47th A Cross, Near Sangam Circle, Adarsh Gardens Apartments Road, 8th Block, Jayanagar, Bangalore",JP Nagar,JP Nagar,"Beverages,Sandwich",300,4.5,155,Beverage Shop
Meghana Foods,"52, 1st Floor, 33rd Cross, 4th Block, Jayanagar, Bangalore",JP Nagar,JP Nagar,"Biryani,North Indian,Chinese",600,4.5,4432,Casual Dining
Milano Ice Cream,"7, 9th Main, 5th Block, Jayanagar, Bangalore",JP Nagar,JP Nagar,"Ice Cream,Desserts",400,4.5,208,Dessert Parlor
Hakuna Matata,"1231/35/2, 24th Main, 7th Phase, Opposite Brigade Palm Springs, JP Nagar, Bangalore",JP Nagar,JP Nagar,"North Indian,Asian,Seafood,Chinese",1200,4.5,2800,"Casual Dining, Bar"
Chianti,"172/1, Unit 3, 3rd Floor, Vega City Mall, Srinivasa Industrial Estate, Bannerghatta Road, Bangalore",JP Nagar,JP Nagar,Italian,1500,4.5,787,Casual Dining
Imperio Restaurant,"429, 7th Main Road, HRBR Layout, 1st Block, Kalyan Nagar, Bangalore",Kalyan Nagar,Kalyan Nagar,"North Indian,Mughlai,Biryani,South Indian,Beverages",800,4.5,1228,Casual Dining
Truffles,"5M 408, Ground Floor, 5th Main, HRBR Layout, Kalyan Nagar, Bangalore",Kalyan Nagar,Kalyan Nagar,"Cafe,American,Burger,Steak",900,4.5,1181,"Cafe, Casual Dining"
Avista Cafe Pizzeria,"356, 1st Floor, Hennur Main Road, Opposite Grace Garden Apartment, Hennur, Bangalore",Kalyan Nagar,Kalyan Nagar,"Cafe,Italian",650,4.5,506,Cafe
One For The Road,"3rd Floor, Elements Mall, Thanisandra Main Road, Nagawara, Bangalore",Kalyan Nagar,Kalyan Nagar,"Continental,North Indian,Finger Food",1300,4.5,755,Bar
Mainland China,"HRBR layout, 5AC 430,5th A cross , service road 2nd block ,Close to Girias, Ring Road, Kalyan Nagar, Bangalore",Kalyan Nagar,Kalyan Nagar,"Chinese,Momos",1100,4.5,1013,Casual Dining
OKI,"403, Mariappa Road, Off Kammanahalli Main Road, Near Sena Vihar, Kammanahalli, Bangalore",Kalyan Nagar,Kalyan Nagar,"Asian,European,Italian,Korean,Malaysian",1200,4.5,418,Casual Dining
Truffles,"5M 408, Ground Floor, 5th Main, HRBR Layout, Kalyan Nagar, Bangalore",Kammanahalli,Kammanahalli,"Cafe,American,Burger,Steak",900,4.5,1181,"Cafe, Casual Dining"
Avista Cafe Pizzeria,"356, 1st Floor, Hennur Main Road, Opposite Grace Garden Apartment, Hennur, Bangalore",Kammanahalli,Kammanahalli,"Cafe,Italian",650,4.5,506,Cafe
Imperio Restaurant,"429, 7th Main Road, HRBR Layout, 1st Block, Kalyan Nagar, Bangalore",Kammanahalli,Kammanahalli,"North Indian,Mughlai,Biryani,South Indian,Beverages",800,4.5,1228,Casual Dining
One For The Road,"3rd Floor, Elements Mall, Thanisandra Main Road, Nagawara, Bangalore",Kammanahalli,Kammanahalli,"Continental,North Indian,Finger Food",1300,4.5,755,Bar
OKI,"403, Mariappa Road, Off Kammanahalli Main Road, Near Sena Vihar, Kammanahalli, Bangalore",Kammanahalli,Kammanahalli,"Asian,European,Italian,Korean,Malaysian",1200,4.5,418,Casual Dining
Mainland China,"HRBR layout, 5AC 430,5th A cross , service road 2nd block ,Close to Girias, Ring Road, Kalyan Nagar, Bangalore",Kammanahalli,Kammanahalli,"Chinese,Momos",1100,4.5,1013,Casual Dining
OKI,"403, Mariappa Road, Off Kammanahalli Main Road, Near Sena Vihar, Kammanahalli, Bangalore",Kammanahalli,Kammanahalli,"Asian,European,Italian,Korean,Malaysian",1200,4.5,435,Casual Dining
Truffles,"5M 408, Ground Floor, 5th Main, HRBR Layout, Kalyan Nagar, Bangalore",Kammanahalli,Kammanahalli,"Cafe,American,Burger,Steak",900,4.5,1239,"Cafe, Casual Dining"
Mainland China,"HRBR layout, 5AC 430,5th A cross , service road 2nd block ,Close to Girias, Ring Road, Kalyan Nagar, Bangalore",Kammanahalli,Kammanahalli,Chinese,1100,4.5,1065,Casual Dining
Brewklyn Microbrewery,"30, B.R.Plaza, 4th Floor, 4th Cross, CMR Road, HRBR Layout, Kalyan Nagar, Bangalore",Kammanahalli,Kammanahalli,"American,Continental,Pizza",2000,4.5,2330,"Microbrewery, Casual Dining"
Sultans of Spice,"BluPetal Hotel, 60 Jyoti Nivas College Road, Koramangala 5th Block, Bangalore",Koramangala 4th Block,Koramangala 4th Block,"North Indian,Mughlai,Salad",1300,4.5,3468,Casual Dining
Buff Buffet Buff,"60, Jyothi Nivas College Road, Koramangala 5th Block, Bangalore",Koramangala 4th Block,Koramangala 4th Block,"North Indian,Chinese,Continental,Thai,Salad",1500,4.5,3156,"Casual Dining, Bar"
Toscano,"2nd Floor, Forum Mall, Koramangala 7th Block, Bangalore Koramangala 7th Block",Koramangala 4th Block,Koramangala 4th Block,"Italian,Salad",1500,4.5,717,Casual Dining
Bonum cibum,"1502, Ground Floor, Sector 1, HSR Layout, HSR, Bangalore",Koramangala 4th Block,Koramangala 4th Block,"Lebanese,Turkish",1200,4.5,217,Casual Dining
Dyu Art Cafe,"23, Near Mangala Kalyana Mantapa, MIG, KHB Colony, Koramangala 5th Block, Bangalore",Koramangala 4th Block,Koramangala 4th Block,"Cafe,Italian,Fast Food",800,4.5,3838,Cafe
Stoner,"Elite Building Ground Floor, Industrial Layout, Jyoti Niwas College Road, Koramangala 5th Block, Bangalore",Koramangala 4th Block,Koramangala 4th Block,"Ice Cream,Cafe,Pizza,Burger,Desserts",500,4.5,2611,"Dessert Parlor, Cafe"
Market Table,"10, Fifth A Block, 17th B Main, Koramangala 5th Block, Bangalore",Koramangala 4th Block,Koramangala 4th Block,"Cafe,Continental,Mediterranean,Beverages",900,4.5,548,Cafe
99 Pancakes,"70, Jyoti Nivas College Road, Koramangala Industrial Layout, Koramangala 5th Block, Bangalore",Koramangala 4th Block,Koramangala 4th Block,"Desserts,Cafe",300,4.5,341,"Dessert Parlor, Cafe"
Mudpipe Cafe,"1, KDP Building, 4th Floor, Near Forum Mall, Above NEXA showroom, Hosur Road, BTM, Bangalore",Koramangala 4th Block,Koramangala 4th Block,"Cafe,Continental,Burger",900,4.5,1880,Cafe
XO Belgian Waffle,"948, 16th Main, MICO Layout, 2nd Stage, BTM, Bangalore",Koramangala 4th Block,Koramangala 4th Block,"Desserts,Beverages",400,4.5,558,Dessert Parlor
Pin Me Down,"29, Tavakere Main Road, Behind Forum Mall, Koramangala, Bangalore",Koramangala 4th Block,Koramangala 4th Block,"Continental,Mexican,Chinese,North Indian",800,4.5,804,Casual Dining
Pasta Street,"751, 80 Feet Road, Opposite SBI Bank, Koramangala 4th Block, Bangalore",Koramangala 4th Block,Koramangala 4th Block,"Italian,Pizza,Salad",1300,4.5,255,Casual Dining
Brooks and Bonds Brewery,"4, 100 Feet Road, Koramangala 5th Block, Bangalore",Koramangala 4th Block,Koramangala 4th Block,"Continental,Mediterranean,North Indian,Chinese,Finger Food",1600,4.5,3944,"Casual Dining, Microbrewery"
Once Upon A Flame,"36, 1st Floor, 14th Main Road, 7th Sector, 80 Feet Main Road, Opposite Vedantu Online Learning Center, HSR, Bangalore",Koramangala 4th Block,Koramangala 4th Block,"Steak,Continental,Burger,BBQ",1200,4.5,2071,Casual Dining
Roots,"43/A, 1st Main, Jakkasandra Road, Near Wipro Park, Koramangala 1st Block, Bangalore",Koramangala 4th Block,Koramangala 4th Block,"North Indian,South Indian,Chinese,Continental,Mangalorean",1200,4.5,1888,"Casual Dining, Bar"
Sultans of Spice,"BluPetal Hotel, 60 Jyoti Nivas College Road, Koramangala 5th Block, Bangalore",Koramangala 4th Block,Koramangala 4th Block,"North Indian,Mughlai,Salad",1300,4.5,3467,Casual Dining
Gilly's Restobar,"91, Jyothi Nivas College Road, Koramangala 5th Block, Bangalore",Koramangala 4th Block,Koramangala 4th Block,"Finger Food,Continental,North Indian",1000,4.5,3909,"Pub, Casual Dining"
Dyu Art Cafe,"23, Near Mangala Kalyana Mantapa, MIG, KHB Colony, Koramangala 5th Block, Bangalore",Koramangala 4th Block,Koramangala 4th Block,"Cafe,Italian,Fast Food",800,4.5,3842,Cafe
Big Wong XL,"3, 5th Block, 60 Feet Road, Koramangala 5th Block, Bangalore",Koramangala 4th Block,Koramangala 4th Block,"Chinese,Sushi,Asian,Thai",1400,4.5,684,Casual Dining
The Himalayan,"8/1, 1st Floor, Jailaxmi Nivas, 1st Cross, Koramangala 5th Block, Bangalore",Koramangala 4th Block,Koramangala 4th Block,Korean,1200,4.5,324,Casual Dining
Natural Ice Cream,"1021, 80 Feet Main Road, Koramangala 1st Block, Bangalore",Koramangala 4th Block,Koramangala 4th Block,"Ice Cream,Beverages",200,4.5,940,Dessert Parlor
Wild Thyme Restaurant,"145, 60ft Road, KHB Colony, Koramangala 5th Block, Bangalore",Koramangala 4th Block,Koramangala 4th Block,"Chinese,Continental,North Indian,Italian,Seafood",800,4.5,42,Casual Dining
XO Belgian Waffle,"105, 1st A Cross, Koramangala 5th Block, Bangalore",Koramangala 4th Block,Koramangala 4th Block,"Desserts,Beverages",400,4.5,833,Dessert Parlor
Stoner,"Elite Building Ground Floor, Industrial Layout, Jyoti Niwas College Road, Koramangala 5th Block, Bangalore",Koramangala 4th Block,Koramangala 4th Block,"Ice Cream,Cafe,Pizza,Burger,Desserts",500,4.5,2613,"Dessert Parlor, Cafe"
eat.fit,"93/A 4th 'B' Cross, Koramangala 5th Block, Bangalore",Koramangala 4th Block,Koramangala 4th Block,"Healthy Food,North Indian,Biryani,Continental,Sandwich",500,4.5,151,Delivery
99 Pancakes,"70, Jyoti Nivas College Road, Koramangala Industrial Layout, Koramangala 5th Block, Bangalore",Koramangala 4th Block,Koramangala 4th Block,"Desserts,Cafe",300,4.5,342,"Dessert Parlor, Cafe"
Prost Brew Pub,"749, 10th Main, 80 Feet Road, Koramangala 4th Block, Bangalore",Koramangala 4th Block,Koramangala 4th Block,"American,Continental,North Indian,Salad",1800,4.5,7854,"Pub, Microbrewery"
Myu Bar at Gilly's Redefined,"413, 100 Feet Road, Koramangala 4th Block, Bangalore",Koramangala 4th Block,Koramangala 4th Block,"American,North Indian,Pizza,Finger Food,Continental",1200,4.5,1228,"Microbrewery, Bar"
Pasta Street,"751, 80 Feet Road, Opposite SBI Bank, Koramangala 4th Block, Bangalore",Koramangala 4th Block,Koramangala 4th Block,"Italian,Pizza,Salad",1300,4.5,256,Casual Dining
Gilly's Restobar,"91, Jyothi Nivas College Road, Koramangala 5th Block, Bangalore",Koramangala 4th Block,Koramangala 4th Block,"Finger Food,Continental,North Indian",1000,4.5,3912,"Pub, Casual Dining"
Buff Buffet Buff,"60, Jyothi Nivas College Road, Koramangala 5th Block, Bangalore",Koramangala 4th Block,Koramangala 4th Block,"North Indian,Chinese,Continental,Thai,Salad",1500,4.5,3161,"Casual Dining, Bar"
Brooks and Bonds Brewery,"4, 100 Feet Road, Koramangala 5th Block, Bangalore",Koramangala 4th Block,Koramangala 4th Block,"Continental,Mediterranean,North Indian,Chinese,Finger Food",1600,4.5,3950,"Casual Dining, Microbrewery"
Dyu Art Cafe,"23, Near Mangala Kalyana Mantapa, MIG, KHB Colony, Koramangala 5th Block, Bangalore",Koramangala 4th Block,Koramangala 4th Block,"Cafe,Italian,Fast Food",800,4.5,3843,Cafe
Simon Says Brew Works,"105, 3rd Floor, 1st A Cross Road, Jyothi Nivas College Road, Koramangala 5th Block, Bangalore",Koramangala 4th Block,Koramangala 4th Block,"Continental,American,Italian,Modern Indian,Pizza",1400,4.5,1991,"Microbrewery, Casual Dining"
Toscano,"2nd Floor, Forum Mall, Koramangala 7th Block, Bangalore Koramangala 7th Block",Koramangala 4th Block,Koramangala 4th Block,"Italian,Salad",1500,4.5,718,Casual Dining
The Old Fashioned Bar,"470, 80 Feet Road, Koramangala 6th Block, Bangalore",Koramangala 4th Block,Koramangala 4th Block,"Finger Food,North Indian,Continental",1000,4.5,569,Bar
Big Wong XL,"3, 5th Block, 60 Feet Road, Koramangala 5th Block, Bangalore",Koramangala 4th Block,Koramangala 4th Block,"Chinese,Sushi,Asian,Thai",1400,4.5,685,Casual Dining
Chinita Real Mexican Food,"25, 1st Floor, 5th Cross, Koramangala 5th Block, Bangalore",Koramangala 4th Block,Koramangala 4th Block,Mexican,1200,4.5,733,Casual Dining
Nuts Over Salads Cafe,"1, Nirmala Mansion, 4th Cross, 17th A Main, 60 Feet Road, Koramangala 5th Block, Bangalore",Koramangala 4th Block,Koramangala 4th Block,"Cafe,Salad",800,4.5,208,Cafe
Stoner,"Elite Building Ground Floor, Industrial Layout, Jyoti Niwas College Road, Koramangala 5th Block, Bangalore",Koramangala 4th Block,Koramangala 4th Block,"Ice Cream,Cafe,Pizza,Burger,Desserts",500,4.5,2617,"Dessert Parlor, Cafe"
Pin Me Down,"29, Tavakere Main Road, Behind Forum Mall, Koramangala, Bangalore",Koramangala 4th Block,Koramangala 4th Block,"Continental,Mexican,Chinese,North Indian",800,4.5,811,Casual Dining
Bonum cibum,"1502, Ground Floor, Sector 1, HSR Layout, HSR, Bangalore",Koramangala 4th Block,Koramangala 4th Block,"Lebanese,Turkish",1200,4.5,229,Casual Dining
Mudpipe Cafe,"1, KDP Building, 4th Floor, Near Forum Mall, Above NEXA showroom, Hosur Road, BTM, Bangalore",Koramangala 4th Block,Koramangala 4th Block,"Cafe,Continental,Burger",900,4.5,1879,Cafe
Myu Bar at Gilly's Redefined,"413, 100 Feet Road, Koramangala 4th Block, Bangalore",Koramangala 4th Block,Koramangala 4th Block,"American,North Indian,Pizza,Finger Food,Continental",1200,4.5,1231,"Microbrewery, Bar"
